Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
2,http-192.168.1.57-2020-subjects-lvl2-reagent,1619908232405,1619937775794,1619952487553,1619967095545,1620024730833,1620046152298,1620054300768,1620157875770,1620159534190,1620165090810,1620203524348,1620242941092,1620298220574,1620304487096,1620313436645,1620399439025,1620418199550,1620507168416,1620508144346,1620547222517,1620205802978.75
2,http-192.168.1.57-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-2,1619921904993,1619939178819,1619952324875,1619962344841,1619969903467,1620022615187,1620041976185,1620081966877,1620139110952,1620142781541,1620159342981,1620200752729,1620230446183,1620289311022,1620320019380,1620468588307,1620472818915,1620482998635,1620506309465,1620572756244,1620193872579.9
2,http-192.168.1.57-2020-subjects-lvl2-dijon,1619867313819,1619874290207,1619879879663,1619884881110,1619915718543,1619978113779,1619989209653,1619991488923,1620024242801,1620061808455,1620071055701,1620141600697,1620208407690,1620216613017,1620291427641,1620313599303,1620314971966,1620475260926,1620491351494,1620512703861,1620125196962.45
2,http-192.168.1.57-2020-subjects-lvl2-vanillajs,1619863921477,1619898051066,1619903456176,1619921253660,1619975835066,1620052042680,1620068609605,1620113129591,1620135797869,1620139973130,1620200101574,1620316437352,1620384391665,1620408265476,1620419176412,1620466995114,1620484138247,1620578622317,1620582209353,1620587914452,1620225016114.1
2,http-192.168.1.57-2020-lacunaWebPages-www.wikipedia.org-www.wikipedia.org-2,1619868022018,1619937287060,1620063436235,1620070892665,1620078385810,1620135635562,1620160378112,1620226037694,1620234065551,1620273918026,1620276504441,1620334069311,1620337227221,1620337715448,1620380808164,1620410546359,1620410709183,1620513029244,1620549664320,1620577481086,1620258790675.5
2,http-192.168.1.57-2020-lacunaWebPages-www.office.com-www.office.com-2,1619861739684,1619893657664,1619903293254,1619977137573,1620125781746,1620136993184,1620168019407,1620181688087,1620208895555,1620220000518,1620234391052,1620248255704,1620299523440,1620308981132,1620314088223,1620378363915,1620416082614,1620474935463,1620485605904,1620588566263,1620213737989.65
2,http-192.168.1.57-2020-lacunaWebPages-www.booking.com-www.booking.com-2,1619896098255,1619929339585,1619971857442,1619987256865,1620019522214,1620034263737,1620140624561,1620182501743,1620275708832,1620285123487,1620298545863,1620315134443,1620332603736,1620473307218,1620496760802,1620501412989,1620549990190,1620558578935,1620569010023,1620578133055,1620269788698.75
2,http-192.168.1.57-2020-subjects-lvl2-backbone_require,1619914417549,1619936961555,1619937938368,1619958217182,1620017243781,1620065715933,1620069753666,1620124804753,1620149063037,1620161192648,1620253322097,1620334232100,1620391752572,1620408102665,1620480882011,1620497738094,1620554506075,1620556949057,1620570639117,1620571127648,1620247727995.4
2,http-192.168.1.57-2020-subjects-lvl2-jsblocks,1619897888113,1619908395218,1619913114850,1619917345942,1620021638119,1620051065828,1620062134419,1620120767992,1620121516808,1620162496100,1620165904440,1620222604230,1620257065319,1620315623099,1620390612594,1620392403927,1620469401506,1620470052806,1620577318486,1620585143220,1620201124650.8
2,http-192.168.1.57-2020-subjects-lvl2-knockoutjs_require,1619936636283,1619955449892,1620014568455,1620017895171,1620022778021,1620065226566,1620154525216,1620206780057,1620211786754,1620224735442,1620243918870,1620286542473,1620331951369,1620391589376,1620462238761,1620464715713,1620466669590,1620481044770,1620562899870,1620582697302,1620254232497.55
2,http-192.168.1.57-2020-subjects-lvl2-gwt,1619864085112,1619953301060,1619987908189,1619988883763,1619995865342,1620036439854,1620059629155,1620201730736,1620242288792,1620256088902,1620283707979,1620303673715,1620310770930,1620387193947,1620410221069,1620412988983,1620415756852,1620470215363,1620504832312,1620509446341,1620229751419.8
2,http-192.168.1.57-2020-subjects-lvl2-backbone,1619862228835,1619866500546,1619895447655,1619922230174,1619953463916,1619956263680,1620055634813,1620058164626,1620117845907,1620122200362,1620182013541,1620233213692,1620244082274,1620248582104,1620309631995,1620331462478,1620393380100,1620466181213,1620568684749,1620586121337,1620168666699.85
2,http-192.168.1.57-2020-subjects-lvl2-vue,1619924183249,1619965956346,1620022452347,1620028720542,1620048787812,1620118500080,1620170298068,1620224033624,1620224521301,1620238029511,1620248907839,1620249232955,1620305138812,1620336086483,1620397161037,1620407450722,1620471843364,1620481532813,1620482346717,1620569172705,1620245717816.35
2,http-192.168.1.57-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-2,1619860763296,1619863758641,1619877810042,1619890418612,1619906931473,1619951511209,1619965763062,1619971205170,1620020986868,1620023103641,1620031814127,1620037742924,1620209058370,1620209709145,1620218861851,1620222441215,1620471354778,1620552271174,1620577155747,1620578458945,1620122056014.5
2,http-192.168.1.57-2020-lacunaWebPages-www.amazon.in-www.amazon.in-2,1619883855722,1619901107473,1619901827189,1620073338083,1620076919823,1620077571095,1620111462166,1620115180434,1620164765372,1620255112006,1620277318908,1620290939006,1620298708374,1620313762433,1620389473369,1620400741456,1620402955066,1620479687041,1620484301033,1620485115490,1620219207076.95
2,http-192.168.1.57-2020-subjects-lvl2-mithril,1619896423182,1619945876683,1619971530970,1619991978296,1619997491256,1620029534370,1620030348463,1620068284360,1620078874967,1620113455152,1620115343519,1620166881435,1620180711790,1620203687467,1620225223567,1620307840809,1620330811820,1620468750813,1620478778184,1620497575217,1620154970116
2,http-192.168.1.57-2020-subjects-lvl2-angularjs_require,1619888953096,1619941477565,1619959030700,1619966607615,1619976812445,1619981203449,1619996840757,1620057483103,1620071382124,1620159180292,1620203850150,1620212831496,1620250651838,1620301803487,1620304161568,1620311319815,1620413477128,1620416734362,1620474609895,1620482021288,1620168521608.65
2,http-192.168.1.57-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-2,1619883203677,1619891883485,1619924997384,1619930153622,1619936798710,1620022126589,1620034427099,1620047486984,1620056122830,1620058977802,1620149392028,1620197064467,1620219349747,1620236405188,1620239006404,1620335760755,1620401229680,1620406795634,1620414779744,1620464390088,1620142517595.85
2,http-192.168.1.57-2020-lacunaWebPages-m.youtube.com-m.youtube.com-2,1619865523542,1619887976994,1619915393102,1619960006748,1619962182277,1620018708757,1620055471917,1620064900891,1620074966153,1620112113005,1620138785165,1620145712337,1620146037815,1620228017390,1620246181861,1620461750914,1620512866689,1620564690754,1620565587708,1620587751163,1620175731259.1
2,http-192.168.1.57-2020-subjects-lvl2-dojo,1619879716690,1619916369613,1619916694909,1619920277557,1619952813213,1620025869402,1620044842438,1620053833971,1620110974191,1620132798002,1620221789674,1620243429217,1620245222132,1620279598759,1620280249624,1620327866934,1620398462827,1620411523946,1620482672585,1620575525797,1620171026574.05
2,http-192.168.1.57-2020-subjects-lvl2-canjs,1619863045001,1619880856474,1619882160043,1619895610287,1619905954604,1619907744829,1619965600422,1620070730044,1620117683264,1620123665050,1620151117569,1620160540994,1620250977429,1620255600918,1620256414279,1620336412495,1620474772477,1620565751030,1620580253488,1620586773668,1620161583218.25
2,http-192.168.1.57-2020-subjects-lvl2-enyo_backbone,1619897562482,1619918322402,1619943191455,1620058489946,1620126433475,1620138622170,1620208082130,1620226313485,1620234554120,1620237866765,1620245693340,1620257715826,1620291753888,1620301966295,1620313925475,1620383441888,1620469076237,1620476075114,1620491025903,1620559392511,1620238975245.35
2,http-192.168.1.57-2020-subjects-lvl2-exoskeleton,1619863370632,1619936310775,1619964297895,1620065390006,1620072847992,1620200915782,1620207756671,1620248092788,1620250449895,1620288822418,1620308166460,1620312948197,1620322379350,1620323519756,1620413314595,1620485992175,1620491839995,1620492165268,1620549175908,1620578785098,1620268827082.8
2,http-192.168.1.57-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-2,1619884181368,1619901270113,1619910673761,1619923857381,1620026682981,1620033775351,1620052693929,1620053508604,1620196901831,1620246018856,1620296103942,1620303998942,1620392078058,1620399113529,1620461913548,1620488175844,1620499529614,1620511075346,1620554017901,1620582534173,1620235905253.6
2,http-192.168.1.57-2020-subjects-lvl2-knockback,1619874616958,1619910836732,1619932406967,1620037254311,1620061158052,1620062785044,1620064737783,1620119344415,1620199938597,1620203198782,1620235917386,1620241126110,1620305301669,1620312785426,1620320507968,1620407286016,1620504017815,1620553692282,1620557765232,1620581720041,1620224319879.3
2,http-192.168.1.57-2020-subjects-lvl2-jquery,1619893168649,1619924671723,1619981854223,1619993586769,1620015127918,1620076431409,1620132960656,1620153874538,1620162170645,1620235206515,1620251791421,1620283056602,1620310445387,1620314250963,1620314809300,1620333254936,1620462437043,1620472656309,1620546896412,1620575688949,1620221717018.35
2,http-192.168.1.57-2020-subjects-lvl2-polymer,1619866825591,1619901433026,1619906280623,1619973810574,1619988558380,1619991326410,1619995215202,1620053671300,1620055146500,1620157549920,1620171111806,1620209383811,1620224358558,1620286217033,1620299034295,1620331137292,1620493498034,1620497086384,1620504994967,1620509609147,1620170812442.65
2,http-192.168.1.57-2020-subjects-lvl2-canjs_require,1619892371546,1619917508418,1619919299369,1619930805013,1619951185261,1620020173200,1620064087178,1620111624932,1620121873838,1620154362534,1620217915232,1620243593239,1620273104906,1620292404646,1620383605055,1620389636247,1620510261083,1620551945104,1620567707167,1620587099551,1620205028175.95
2,http-192.168.1.57-2020-lacunaWebPages-apache.org-apache.org-2,1619868510572,1619907582216,1619957402390,1619964460664,1619978927016,1620030186031,1620033612554,1620038069298,1620045005033,1620115506225,1620137970632,1620142414404,1620154199806,1620162985209,1620210918125,1620278295852,1620286054152,1620462926338,1620585632670,1620587262278,1620147396073.25
2,http-192.168.1.57-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-2,1619877647448,1619883040842,1619914579905,1619934196120,1619947008777,1619964786317,1619966770386,1620029046679,1620069426478,1620081315772,1620166067207,1620206291923,1620237378463,1620257390653,1620284635503,1620324985335,1620379831169,1620412500925,1620417059812,1620549012946,1620145148633
2,http-192.168.1.57-2020-lacunaWebPages-stackexchange.com-stackexchange.com-2,1619919788183,1619920764881,1619951836455,1620034916110,1620063924346,1620075128955,1620076268780,1620126270457,1620138296484,1620151605582,1620167694322,1620170623472,1620214985472,1620216124461,1620228830537,1620392241087,1620415268186,1620496435479,1620503204027,1620566076735,1620191514200.55
2,http-192.168.1.57-2020-lacunaWebPages-www.paypal.com-www.paypal.com-2,1619863207953,1619888465036,1619912138792,1619929014203,1619935009248,1619935985112,1619936147856,1619963647355,1620058815305,1620073663747,1620081153027,1620123502420,1620125944642,1620144247420,1620204012649,1620236242727,1620236568084,1620239985280,1620248744937,1620252604772,1620069455028.25
2,http-192.168.1.57-2020-subjects-lvl2-vanilla_es6,1619886999924,1619902803992,1619996678184,1620118988681,1620208570316,1620218403116,1620231911529,1620274080806,1620275057688,1620296592293,1620308329465,1620319042740,1620484463740,1620548036038,1620556786118,1620557112019,1620558253591,1620570476476,1620572104831,1620572919580,1620322880556.35
2,http-192.168.1.57-2020-lacunaWebPages-www.bbc.com-www.bbc.com-2,1619867476774,1619873163358,1619907907276,1619972508452,1620026032044,1620034100877,1620035079389,1620039534577,1620068772160,1620118008719,1620169647246,1620223156691,1620279924133,1620324009414,1620379342199,1620387844664,1620576504032,1620576993045,1620584165099,1620584654263,1620201441220.6
2,http-192.168.1.57-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-2,1619867859296,1619879391381,1619917020415,1619952650421,1620014965253,1620027659619,1620047324257,1620051717251,1620067958919,1620139485134,1620168670845,1620229795712,1620301152366,1620301477882,1620314576195,1620412826367,1620414616845,1620417385305,1620473958907,1620501250096,1620175087123.3
2,http-192.168.1.57-2020-lacunaWebPages-www.amazon.com-www.amazon.com-2,1619943028773,1620031325684,1620037417126,1620049113163,1620073010848,1620078060446,1620118662755,1620147946260,1620210755576,1620247158842,1620253647546,1620396184154,1620397486735,1620461588378,1620493823408,1620495458713,1620507330910,1620564202773,1620568521844,1620570150149,1620282243704.15
