Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
1,http-192.168.1.57-2020-subjects-lvl1-knockback,1619862719539,1619904595885,1619928688711,1619957076907,1620029698365,1620040511516,1620057157668,1620078548814,1620118335939,1620169159081,1620225061159,1620231260024,1620239495218,1620247767259,1620307352755,1620333092288,1620382300649,1620394030540,1620506798172,1620550152814,1620178190165.15
1,http-192.168.1.57-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-1,1619898376910,1619908557969,1619958867807,1619970554455,1619975346486,1620051879653,1620123990628,1620124478835,1620166718647,1620211949442,1620308817370,1620325147982,1620380156622,1620383768135,1620394518446,1620401067107,1620563062807,1620572593162,1620573408345,1620583512993,1620243838690.05
1,http-192.168.1.57-2020-lacunaWebPages-www.amazon.in-www.amazon.in-1,1619892046179,1619893820379,1619898703174,1619902315704,1619956751785,1619963321578,1619993261448,1620048950505,1620062947594,1620069589376,1620147620007,1620162007789,1620306863749,1620307678174,1620386705726,1620395494884,1620401880480,1620472981571,1620503692382,1620567381072,1620166700677.8
1,http-192.168.1.57-2020-subjects-lvl1-backbone_require,1619893332055,1619960169631,1619991163404,1620053345506,1620063599208,1620138459403,1620138948312,1620167857067,1620214050230,1620254949497,1620278132917,1620322542177,1620378690692,1620395820610,1620400253209,1620401717883,1620414453628,1620494637230,1620562085912,1620575199454,1620254970401.25
1,http-192.168.1.57-2020-subjects-lvl1-vanilla_es6,1619910023338,1619918973505,1619938527944,1619940516380,1619962833409,1619994401168,1620030837452,1620062297207,1620111950365,1620119507090,1620158527056,1620204175347,1620236845191,1620274406329,1620331788379,1620384718802,1620390124489,1620469727008,1620571941771,1620572267480,1620179219485.5
1,http-192.168.1.57-2020-subjects-lvl1-knockoutjs_require,1619866174675,1619867151098,1619875769606,1619882389649,1619905084243,1619941640220,1619969577803,1620132634990,1620139810492,1620181362273,1620203361624,1620214375640,1620253973203,1620255763534,1620379504848,1620391263730,1620410383814,1620548361457,1620555320503,1620563714352,1620176880887.7
1,http-192.168.1.57-2020-subjects-lvl1-backbone,1619881345403,1619883366279,1620016267393,1620028394998,1620060995581,1620123014277,1620134899946,1620163635940,1620164439862,1620180060860,1620201568006,1620230609163,1620235695403,1620292567426,1620311645479,1620319368305,1620385858646,1620386380805,1620474447318,1620491188720,1620198287490.5
1,http-192.168.1.57-2020-subjects-lvl1-jsblocks,1619897725213,1619922555581,1619960494967,1619971368022,1620066204629,1620080502076,1620110323529,1620143921901,1620221139516,1620238192432,1620299360744,1620303836396,1620381459582,1620392566550,1620398625584,1620399764817,1620402792265,1620468263133,1620480393484,1620498551997,1620231902120.9
1,http-192.168.1.57-2020-subjects-lvl1-dojo,1619913766317,1619962670669,1619982179949,1619992610745,1620050252391,1620053019644,1620144573143,1620207594202,1620242777967,1620250814625,1620282568543,1620294585313,1620319693719,1620331299728,1620381133437,1620384228944,1620400415703,1620405981232,1620461262322,1620483324122,1620227237635.75
1,http-192.168.1.57-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-1,1619871157134,1619895935477,1619913440084,1619956100928,1619969042856,1619992936068,1620019033816,1620023754593,1620029371838,1620041162192,1620045330503,1620075942878,1620081641387,1620111136988,1620127412691,1620148678508,1620154037397,1620161029697,1620485278474,1620495621309,1620079902240.9
1,http-192.168.1.57-2020-subjects-lvl1-jquery,1619862392550,1619889766998,1619904269926,1620033938306,1620047649691,1620052205323,1620053182724,1620122362811,1620136504877,1620145061239,1620153302137,1620168345036,1620233050862,1620286868226,1620320833380,1620321484776,1620388984858,1620502063823,1620554668748,1620585795308,1620188136579.95
1,http-192.168.1.57-2020-lacunaWebPages-apache.org-apache.org-1,1619860600361,1619912464302,1619962996060,1619979089955,1619993098630,1619993749510,1620110486139,1620151280382,1620221627438,1620228342783,1620230120651,1620273755428,1620298871354,1620337064598,1620407123345,1620410058060,1620472168394,1620489102336,1620509935013,1620557600004,1620219976737.15
1,http-192.168.1.57-2020-lacunaWebPages-www.paypal.com-www.paypal.com-1,1619878032534,1619885207609,1619921742156,1619923694668,1619930642128,1619945225827,1620016918438,1620041487381,1620066693034,1620182176681,1620201405366,1620209221130,1620225386292,1620293932329,1620299686166,1620323193081,1620327378618,1620479524611,1620498714984,1620498877859,1620157457044.6
