Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
2,http-192.168.1.57-2020-subjects-lvl2-reagent,743,676.2,694.5,683,721.3,798.9,865.4,709.8,2648.5,730.7,732.2,766.9,809.9,874.7,808,738.5,777.7,833.6,822.8,733.4,858.4500000000002
2,http-192.168.1.57-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-2,2181.7,2144.7,2364.8,4607.1,2621.9,1635.9,2009.5,2434.5,3100.8,2915.6,2503.0,2740.5,3034.6,2492.6,1823,2357.0,2613.7,2578.7,2181.4,2064.2,2520.2599999999993
2,http-192.168.1.57-2020-subjects-lvl2-dijon,1128.7,1094.1,1115.2,1177.4,1014.8,1067.1,1019.0,1119.3,981.3,1141.2,980.2,932.5,1025.3,1068.4,925,1069.2,999.1,1070.3,1038.5,965.9,1046.625
2,http-192.168.1.57-2020-subjects-lvl2-vanillajs,1109.1,976.2,1040.0,1058.6,1002.5,977.9,1132.2,1312.6,1011.4,928.3,1003.8,1004.8,969.8,888.1,1083.5,994.5,1324.7,1080.6,1845.0,989.4,1086.65
2,http-192.168.1.57-2020-lacunaWebPages-www.wikipedia.org-www.wikipedia.org-2,1543.6,1751.3,1951.7,1544.1,1611.0,1695.8,2034.4,1876.4,1683.4,1548.0,1654.2,1694.7,1612.3,1625.3,1708.6,1616.8,1689.3,1877.1,1849.6,1787.7,1717.7649999999999
2,http-192.168.1.57-2020-lacunaWebPages-www.office.com-www.office.com-2,1632.9,1581.4,2104.0,1460.2,1861.2,1788.1,1632.6,1775.0,2225.4,2136.7,1940.4,1504.8,1619.1,1738.9,1411.8,3174.9,1391.9,1577.4,1966.2,1728.7,1812.58
2,http-192.168.1.57-2020-lacunaWebPages-www.booking.com-www.booking.com-2,1490.4,1427.3,1464.3,1731.9,1078.3,1728.4,3127.1,3249.0,1388.2,1363.5,1617.1,1441.3,1494.5,1106.8,1431.5,1387.2,1363.0,1029.5,1400.0,1451.3,1588.53
2,http-192.168.1.57-2020-subjects-lvl2-backbone_require,994.4,980.6,1013.4,1105,916.0,1006.3,1061.2,937.1,3173.7,1040.1,1108.4,974.0,1050.3,1074.6,973.6,964.0,919.4,968.4,1024.3,984.2,1113.45
2,http-192.168.1.57-2020-subjects-lvl2-jsblocks,1119.8,1072.8,960.7,1053.5,1006.2,1314.4,973.7,1227.3,1221.1,1000.5,1007.7,1079.1,1014.8,960.9,1129.9,1003.3,1022.9,1055.7,964.1,1062.2,1062.5300000000002
2,http-192.168.1.57-2020-subjects-lvl2-knockoutjs_require,1351,944.6,2799.8,948.2,1089.0,1063.5,1027.7,1039.0,914.9,3173.0,1134.7,1059.1,1048.2,988.4,978,972.8,1035.5,1093.8,985.5,1048.0,1234.7350000000001
2,http-192.168.1.57-2020-subjects-lvl2-gwt,2295.4,1295.1,1326.6,1799.3,1140.7,1944.9,1431.6,1279.2,1362.4,1310.5,1529.9,1432.4,1256.1,1180.0,1197,1265.2,1175.4,1323.8,1227.1,1311.6,1404.2099999999998
2,http-192.168.1.57-2020-subjects-lvl2-backbone,1033.5,920.9,1031.5,1026.5,984.7,1003.6,1076.6,996.1,905.6,1763.9,924.0,1244.6,1759.3,1056.9,939.1,1025.2,1027.5,941.4,1151.9,1095.9,1095.4350000000002
