Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
1,http-192.168.1.57-2020-subjects-lvl1-knockback,1311.3,1054.9,2973.4,1183.4,1621.5,1066.3,1298.5,1027.9,1001.2,1069.7,1020.8,1137.9,1239.9,1072.6,1169,1135.2,1073.9,1022.8,1202.8,1029.2,1235.6100000000001
1,http-192.168.1.57-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-1,2546.6,2891.6,2576.3,2868.1,2901.9,2751.4,2962.9,1888.0,2388.5,2280.6,2056.6,1877.3,1997.7,2146.0,1950.8,1837.3,2187.8,2044.8,2005.4,1949.2,2305.44
1,http-192.168.1.57-2020-lacunaWebPages-www.amazon.in-www.amazon.in-1,2114.0,1547.0,2490.1,3428.5,1716.7,2099.7,1589.4,1632.7,1692.7,1633.8,1763.8,1674.3,1910.6,1692.3,1500.8,1606.2,2310.9,1439.5,1911.9,1773.1,1876.4
1,http-192.168.1.57-2020-subjects-lvl1-backbone_require,948.0,1175.6,1129.5,1075.3,899.7,1005.8,1087.4,1011.8,1015.4,945.0,925.3,935.4,965.7,1022.2,957.4,964.8,1059.3,992.4,996.5,1009.0,1006.075
1,http-192.168.1.57-2020-subjects-lvl1-vanilla_es6,1003.4,919.7,4325.0,947.8,851.8,888.8,904.6,1031.2,957.8,908.0,829.4,867.5,916.7,927.4,926.7,1053.9,874.4,935.1,843.1,989.7,1095.1
1,http-192.168.1.57-2020-subjects-lvl1-knockoutjs_require,1035.3,1158.5,1158.7,1059.1,1014.9,1305.5,1168.9,1000.8,1029.3,942.1,1018.7,1447.3,885.6,1062.3,1033.4,1174.0,1063.3,1064.2,1060.4,951.7,1081.7000000000003
1,http-192.168.1.57-2020-subjects-lvl1-backbone,997.5,1099.0,1012.2,984.0,965.6,1070.9,1013.0,1138.2,1007.4,959.5,902.8,884.9,1303.2,984.2,1063.9,1012.4,1104.2,979.2,936.7,945.8,1018.2300000000001
1,http-192.168.1.57-2020-subjects-lvl1-jsblocks,1029.0,1017.7,1090.3,979.4,974.8,996.1,1015.4,1114.5,1019.0,1121.3,1150.7,1071.1,936.0,1065.5,932,1049.6,1070.7,988.3,1227.8,1031.1,1044.0149999999999
1,http-192.168.1.57-2020-subjects-lvl1-dojo,844.4,785.7,840.2,887.1,752.0,822.2,833.6,746.8,816.2,679.8,874.1,830.3,763.7,751.2,960.6,753.1,712.4,1021.2,2513.4,928.9,905.845
1,http-192.168.1.57-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-1,1527.6,2141.9,2090.2,1624.9,2570.1,2083.6,1655.2,1618.1,1677.3,1624.2,1706.6,1890.1,1782.9,1682.7,1791.7,1533.0,1786.1,1600.5,1745.2,2332.9,1823.2399999999998
1,http-192.168.1.57-2020-subjects-lvl1-jquery,1016.1,1212.3,1138.7,1042.8,1116.6,1107.7,963.7,975.6,1107.1,1028.1,1070.6,1003.1,1239.6,1601.9,1000.1,1023.7,1094.5,1018.4,1049.1,965.3,1088.75
