Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
3,http-192.168.1.57-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-3,2966,2653,3424,3281,4122,3828,5406,3124,2627,4512,4505,2706,3979,5366,3460,3904,4684,4156,3383,3719,3790.25
3,http-192.168.1.57-2020-lacunaWebPages-www.paypal.com-www.paypal.com-3,1657,2129,1647,1623,1665,1728,2231,2226,2042,1775,2287,2114,2033,3421,1856,1593,2237,2073,1664,1917,1995.9
3,http-192.168.1.57-2020-subjects-lvl3-vanilla_es6,532,1012,535,749,449,512,521,424,582,480,607,608,439,485,480,513,656,530,472,500,554.3
3,http-192.168.1.57-2020-subjects-lvl3-reagent,3329,1339,1362,1315,1660,1559,1373,2584,2524,2224,3761,1755,1117,2772,1512,1209,1706,1425,1267,1440,1861.65
3,http-192.168.1.57-2020-lacunaWebPages-www.bbc.com-www.bbc.com-3,5216,3960,4466,6308,3574,3641,4553,3756,3689,6450,5341,3693,4314,3791,4396,4268,4229,3770,4182,3760,4367.85
3,http-192.168.1.57-2020-subjects-lvl3-backbone_require,550,527,596,522,520,331,502,521,786,511,544,537,451,483,839,497,523,531,488,402,533.05
3,http-192.168.1.57-2020-subjects-lvl3-jquery,656,654,722,633,1005,651,976,546,659,902,722,656,716,759,578,631,637,780,657,1016,727.8
3,http-192.168.1.57-2020-subjects-lvl3-vue,981,570,756,669,577,632,2218,923,622,570,610,715,593,917,655,555,582,686,625,546,750.1
3,http-192.168.1.57-2020-subjects-lvl3-dijon,882,969,710,778,805,722,6597,790,843,775,645,785,818,1234,759,871,735,776,718,774,1099.3
3,http-192.168.1.57-2020-lacunaWebPages-www.booking.com-www.booking.com-3,2608,2784,2588,2939,2428,3706,3071,3832,2841,2648,3276,2553,3527,2491,2883,2862,2616,2865,2579,4488,2979.25
3,http-192.168.1.57-2020-lacunaWebPages-stackexchange.com-stackexchange.com-3,7872,4686,4125,4379,3593,3345,3787,3268,3999,3241,3053,3433,5000,3296,3295,4077,3413,5763,3214,4748,4079.35
3,http-192.168.1.57-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-3,4340,4873,6341,4418,4977,4505,4167,4567,5034,4797,5662,5741,4217,5116,7522,6603,4363,4304,4807,4610,5048.2
3,http-192.168.1.57-2020-lacunaWebPages-www.office.com-www.office.com-3,1983,2047,1633,2094,1769,1813,1775,1541,1561,1684,2981,2997,1614,3515,2719,1560,1536,1811,1493,1643,1988.45
3,http-192.168.1.57-2020-subjects-lvl3-exoskeleton,649,1068,758,690,1218,664,708,764,659,679,682,656,691,675,655,696,722,709,670,648,733.05
3,http-192.168.1.57-2020-subjects-lvl3-knockback,1703,2469,758,694,1996,993,1259,839,797,730,1088,1051,951,826,823,899,1273,784,818,2587,1166.9
3,http-192.168.1.57-2020-subjects-lvl3-gwt,653,830,789,832,839,890,817,947,808,1161,751,983,883,778,707,802,759,818,795,828,833.5
3,http-192.168.1.57-2020-subjects-lvl3-dojo,558,518,2522,607,596,502,639,630,567,625,496,746,1195,497,536,667,570,550,562,570,707.65
3,http-192.168.1.57-2020-subjects-lvl3-angularjs_require,576,542,542,769,1161,1066,554,504,458,534,561,954,574,570,486,489,567,512,742,464,631.25
3,http-192.168.1.57-2020-subjects-lvl3-enyo_backbone,2499,2161,2491,2029,2114,1879,2378,2210,2118,2320,2443,2013,2113,2080,1995,2278,2405,2324,2413,2107,2218.5
3,http-192.168.1.57-2020-lacunaWebPages-m.youtube.com-m.youtube.com-3,1286,1072,1045,1148,6184,1308,1355,1095,1356,1268,1303,1783,1127,1227,1255,1277,1310,1172,1132,1324,1501.35
