Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
3,http-192.168.1.57-2020-subjects-lvl3-vanilla_es6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8.0
3,http-192.168.1.57-2020-subjects-lvl3-reagent,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9.0
3,http-192.168.1.57-2020-lacunaWebPages-www.bbc.com-www.bbc.com-3,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62.0
3,http-192.168.1.57-2020-subjects-lvl3-backbone_require,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8.0
3,http-192.168.1.57-2020-subjects-lvl3-jquery,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0
3,http-192.168.1.57-2020-subjects-lvl3-vue,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0
3,http-192.168.1.57-2020-subjects-lvl3-dijon,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18.0
3,http-192.168.1.57-2020-lacunaWebPages-www.booking.com-www.booking.com-3,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32.0
3,http-192.168.1.57-2020-lacunaWebPages-stackexchange.com-stackexchange.com-3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13.0
3,http-192.168.1.57-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10.0
3,http-192.168.1.57-2020-lacunaWebPages-www.office.com-www.office.com-3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11.0
3,http-192.168.1.57-2020-subjects-lvl3-exoskeleton,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18.0
3,http-192.168.1.57-2020-subjects-lvl3-knockback,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.0
3,http-192.168.1.57-2020-subjects-lvl3-gwt,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10.0
3,http-192.168.1.57-2020-subjects-lvl3-dojo,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9.0
3,http-192.168.1.57-2020-subjects-lvl3-angularjs_require,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8.0
3,http-192.168.1.57-2020-subjects-lvl3-enyo_backbone,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.0
3,http-192.168.1.57-2020-lacunaWebPages-m.youtube.com-m.youtube.com-3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0
