Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
1,http-192.168.1.57-2020-lacunaWebPages-www.theguardian.com-www.theguardian.com-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.0
1,http-192.168.1.57-2020-subjects-lvl1-dijon,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.0
1,http-192.168.1.57-2020-lacunaWebPages-www.office.com-www.office.com-1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11.0
1,http-192.168.1.57-2020-subjects-lvl1-polymer,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0
1,http-192.168.1.57-2020-lacunaWebPages-www.wikipedia.org-www.wikipedia.org-1,10,11,11,11,10,11,10,10,11,11,11,11,11,11,11,11,11,10,11,11,10.75
1,http-192.168.1.57-2020-lacunaWebPages-aws.amazon.com-aws.amazon.com-1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10.0
1,http-192.168.1.57-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-1,29,29,28,29,29,29,30,29,29,29,29,30,30,29,29,29,29,30,30,29,29.2
1,http-192.168.1.57-2020-subjects-lvl1-enyo_backbone,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34.0
1,http-192.168.1.57-2020-subjects-lvl1-angularjs_require,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0
1,http-192.168.1.57-2020-subjects-lvl1-exoskeleton,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.0
1,http-192.168.1.57-2020-lacunaWebPages-www.mozilla.org-www.mozilla.org-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0
1,http-192.168.1.57-2020-subjects-lvl1-gwt,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11.0
1,http-192.168.1.57-2020-subjects-lvl1-vue,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13.0
1,http-192.168.1.57-2020-subjects-lvl1-vanillajs,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15.0
1,http-192.168.1.57-2020-subjects-lvl1-mithril,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15.0
1,http-192.168.1.57-2020-subjects-lvl1-reagent,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10.0
1,http-192.168.1.57-2020-lacunaWebPages-m.youtube.com-m.youtube.com-1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16.0
