Optimization Levels,Website,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6,Run 7,Run 8,Run 9,Run 10,Run 11,Run 12,Run 13,Run 14,Run 15,Run 16,Run 17,Run 18,Run 19,Run 20,Average
2,http-192.168.1.57-2020-subjects-lvl2-dojo,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.0
2,http-192.168.1.57-2020-subjects-lvl2-canjs,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14.0
2,http-192.168.1.57-2020-subjects-lvl2-enyo_backbone,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34.0
2,http-192.168.1.57-2020-subjects-lvl2-exoskeleton,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.0
2,http-192.168.1.57-2020-lacunaWebPages-nl.godaddy.com-nl.godaddy.com-2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19.0
2,http-192.168.1.57-2020-subjects-lvl2-knockback,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18.0
2,http-192.168.1.57-2020-subjects-lvl2-jquery,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13.0
2,http-192.168.1.57-2020-subjects-lvl2-polymer,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12.0
2,http-192.168.1.57-2020-subjects-lvl2-canjs_require,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42.0
2,http-192.168.1.57-2020-lacunaWebPages-apache.org-apache.org-2,39,39,39,39,39,39,39,38,39,39,39,39,38,39,39,39,39,39,39,39,38.9
2,http-192.168.1.57-2020-lacunaWebPages-www.buzzfeed.com-www.buzzfeed.com-2,29,29,29,30,29,29,29,29,29,29,29,29,29,29,30,29,29,29,30,29,29.15
2,http-192.168.1.57-2020-lacunaWebPages-stackexchange.com-stackexchange.com-2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13.0
2,http-192.168.1.57-2020-lacunaWebPages-www.paypal.com-www.paypal.com-2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13.0
2,http-192.168.1.57-2020-subjects-lvl2-vanilla_es6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9.0
2,http-192.168.1.57-2020-lacunaWebPages-www.bbc.com-www.bbc.com-2,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62.0
2,http-192.168.1.57-2020-lacunaWebPages-stackoverflow.com-stackoverflow.com-2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7.0
2,http-192.168.1.57-2020-lacunaWebPages-www.amazon.com-www.amazon.com-2,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92.0
