device,subject,browser,Battery Power [uW] (Delta),Battery Power [uW] (Raw),Battery Remaining (%) [%],Battery Temperature [1/10 C],Bluetooth State,CPU Load (Normalized) [%],CPU Load [%],CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],GPS State,GPU Frequency [KHz],GPU Load [%],Memory Usage [KB],Mobile Data State,Processor Temperature [1/10 C],Screen Brightness,Screen State,Wi-Fi RSSI Level [-dBm],Wi-Fi State,energy_trapz,fcp,fp,Loading_time,Start,End,lvl,n_packets,n_bytes,Energy_J,Energy_mJ
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,1115.91919191919,64704.0707070707,94,279.08040201005,0,35.2777777777778,61.8333333333333,1668812.12121212,62.8391959798995,897310.552763819,41.8894472361809,1251678.3919598,61.4673366834171,1421788.94472362,60.6010101010101,0,203636.363636364,24.2727272727273,1711726.33165829,0,533.165829145729,20,1,-67.8374384236453,3,1279.5268605,1632,1497.8,8859,1620300501330,1620300510189,1,92,349935,0.573213362393939,573.213362393939
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,867.510204081633,64222.7959183674,97,279,0,34.5357142857143,60.515306122449,1406657.14285714,63.0255102040816,976677.551020408,40.2397959183674,1783861.2244898,56.1785714285714,1003518.36734694,60.6785714285714,0,204627.551020408,23.6887755102041,1718712.87755102,0,529.84693877551,20,1,-68,3,1256.873078,1802.6,1401.8,10433,1620336737787,1620336748220,1,92,349935,0.670036429816327,670.036429816327
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,798.213636363636,65912.5636363636,82,291.981981981982,0,58.5159817351598,73.5863636363636,1720504.10958904,72.8447488584475,1543824.65753425,63.6909090909091,1717643.83561644,75.9,2032767.12328767,73.8863636363636,0,224609.090909091,10.1363636363636,1764084.8,0,630.319634703196,20,1,-66.8116591928251,3,1440.915334,3265.5,2784.7,10924,1620406960575,1620406971499,1,92,349935,0.720028845163636,720.028845163636
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,660.035353535354,67699.6868686869,89,276,0,40.030303030303,63.6414141414141,1714751.51515152,66.020202020202,1362181.81818182,56.8484848484849,1398424.24242424,62.3636363636364,1168751.51515152,62.3383838383838,0,203636.363636364,24.2070707070707,1745869.52763819,0,545.050505050505,20,1,-66,3,1327.864418,1582.3,1376.4,9476,1620467320696,1620467330172,1,92,349935,0.641522232767677,641.522232767677
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,681.422018348624,69991.5779816514,88,279,0,38.8348623853211,63.1238532110092,1573205.52995392,65.889400921659,1225083.87096774,47.0552995391705,1295247.92626728,63.4193548387097,1388151.15207373,61.6376146788991,0,204711.009174312,22.3440366972477,1753125.01382488,0,545.622119815668,20,1,-64,3,1520.5241715,3860.5,3439.8,11325,1620470541083,1620470552408,1,92,349935,0.792654620642202,792.654620642202
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,1204.96984924623,66970.3115577889,85,278,0,35.64,62.19,1239444,64.5175879396985,1004580,45.5879396984925,1226724,60.643216080402,1734924,59.9396984924623,0,206070,21.735,1733112.38190955,0,526.7,20,1,-64,3,1330.910701,1724.3,1597,9052,1620475423869,1620475432921,1,92,349935,0.606215260221105,606.215260221105
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,710.545454545455,69338.4545454545,86,284,0,33.5808080808081,60.8636363636364,1227818.18181818,63.8121827411168,1086715.15151515,48.756345177665,1545515.15151515,59.258883248731,1253055.83756345,60.2030456852792,0,204580.808080808,22.4292929292929,1715712.3248731,0,530.203045685279,20,1,-66.1306532663317,3,1368.162298,1879.3,1530.3,9509,1620484789817,1620484799326,1,92,349935,0.659339364272727,659.339364272727
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,800.812182741117,69490.5837563452,90,289,0,38.280612244898,62.8571428571429,1390346.93877551,64.6938775510204,1400522.44897959,55.265306122449,1327273.46938776,60.8316326530612,1421889.79591837,60.6954314720812,0,203654.822335025,25.2233502538071,1732278.83673469,0,548.214285714286,20,1,-68.9242424242424,3,1365.0927375,1689.1,1481.1,8788,1620488338794,1620488347582,1,92,349935,0.610683250050762,610.683250050762
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,428.121212121212,62949.5202020202,88.2261306532663,284.904522613065,0,34.3636363636364,61.9545454545455,1404533.33333333,62.5939086294416,1321090.90909091,51.7121212121212,1227393.93939394,61.8787878787879,1058909.09090909,60.5151515151515,0,212727.272727273,20.6666666666667,1755752.86868687,0,530,20,1,-63,3,1240.52884,1658.6,1488.7,9171,1620498226394,1620498235565,1,92,349935,0.577310049772727,577.310049772727
lgg2,http-192-168-1-57-2020-lacunawebpages-www-amazon-com-www-amazon-com-1,chrome,2437.08121827411,62764.6649746193,87,290.50505050505,0,34.1969696969697,61.4416243654822,1260460.60606061,62.5685279187817,1400303.03030303,48.4873096446701,1289616.24365482,60.9593908629442,1196064.97461929,61.9441624365482,0,208527.918781726,21.0355329949239,1766724.3857868,0,539.543147208122,20,1,-66,3,1234.6235455,1500.8,1345.6,7302,1620499366596,1620499373898,1,92,349935,0.45830758364467,458.30758364467
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,655.812182741117,75027.8375634518,100,289,0,24.520202020202,56.3232323232323,1060751.51515152,59.5279187817259,625120.812182741,26.2994923857868,1133786.80203046,56.7157360406091,1184661.92893401,53.3553299492386,0,203045.685279188,26.6919191919192,1734288.40609137,0,503.401015228426,20,1,-64.98,3,1475.73731,804.5,804.5,1226,1619876583006,1619876584232,3,13,518822,0.091984128852792,91.9841288527919
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,1059.10152284264,74828.9289340102,97,295,0,28.1319796954315,58.8020304568528,1287264.97461929,60.0204081632653,595553.299492386,25.2142857142857,1474233.50253807,55.4591836734694,1034326.9035533,60.4897959183674,0,208258.883248731,20.8426395939086,1708410.44897959,0,522.690355329949,20,1,-65,3,1470.5098685,793.6,793.6,1087,1619886511803,1619886512890,3,13,518822,0.081339045751269,81.3390457512691
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,605.867346938776,72602.8469387755,91,288,0,24.9897959183673,57.765306122449,1523963.26530612,60.4564102564103,463004.081632653,20.4234693877551,1157366.15384615,54.3061224489796,864209.230769231,56.8877551020408,0,203673.469387755,24.7244897959184,1696846.6122449,0,510.153846153846,20,1,-65.2361809045226,3,1417.664354,787.4,787.4,954,1619896586099,1619896587053,3,13,518822,0.069263115979592,69.2631159795918
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,272.061538461538,74638.0615384615,89,286,0,26.9794871794872,58.5435897435897,1159396.92307692,61.4,551015.384615385,25.2461538461538,1186301.53846154,56.8461538461539,1312418.46153846,56.3025641025641,0,203692.307692308,25.8410256410256,1647004.53333333,0,511.846153846154,20,1,-67.9847715736041,3,1452.520174,785.8,785.8,1178,1619906605949,1619906607127,3,13,518822,0.087923636492308,87.9236364923076
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,808.715736040609,72743.2944162437,86,286,0,27.989847715736,59.2944162436548,1479532.99492386,62.0964467005076,727029.441624366,23.5255102040816,958306.598984771,57.984693877551,1058558.37563452,58.030612244898,0,207918.781725888,22.5786802030457,1655731.51269036,0,516.091370558376,20,1,-65.6262626262626,3,1427.7786565,736.1,736.1,986,1619912789973,1619912790959,3,13,518822,0.071724888294416,71.7248882944163
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,692.90306122449,73128.8112244898,86,288,0,25.0969387755102,58.348717948718,1391277.55102041,60.7244897959184,384000,10.3979591836735,1331840.81632653,55.1530612244898,842069.387755102,57.8112244897959,0,204307.692307692,25.5538461538462,1653771.57142857,0,509.234693877551,20,1,-62.4568527918782,3,1431.750673,688.3,688.3,878,1619913603636,1619913604514,3,13,518822,0.064207096255102,64.207096255102
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,618.301020408163,77928.5510204082,94,289.934010152284,0,24.7244897959184,56.734693877551,1073987.75510204,61.2551020408163,617902.040816327,27.502538071066,1226265.30612245,54.6700507614213,1091595.91836735,54.8724489795918,0,205510.204081633,24.3214285714286,1713780.79187817,0,508.214285714286,20,1,-73,3,1518.966516,763.9,763.9,792,1619938689970,1619938690762,3,13,518822,0.061719412408163,61.7194124081633
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,499.72864321608,74382.3316582915,100,286,0,25.6262626262626,55.9646464646465,1295175.75757576,55.9292929292929,784581.818181818,29.2060301507538,1285818.18181818,55.5427135678392,856400,57.5276381909548,0,206060.606060606,23.9343434343434,1683157.48743719,0,508.636363636364,20,1,-67,3,1472.884041,722.6,722.6,1196,1619952975911,1619952977107,3,13,518822,0.088961268663317,88.9612686633166
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,890.150753768844,76267.4773869347,94,289,0,26.7788944723618,58.4371859296483,1326657.28643216,60.6262626262626,692900.502512563,19.9343434343434,1221539.69849246,55.2070707070707,985338.693467337,58.3618090452261,0,205231.155778894,21.1909547738693,1678426.36363636,0,518.844221105528,20,1,-73,3,1510.454087,888.7,888.7,1810,1620032302862,1620032304672,3,13,518822,0.138044134070352,138.044134070352
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,766.621212121212,73785.5454545455,87,278,0,26.8333333333333,59.2929292929293,1373587.87878788,59.2777777777778,586375.757575758,21.964824120603,1338000,59.6363636363636,882981.818181818,59.459595959596,0,203707.070707071,23.2828282828283,1680435.13131313,0,501.969696969697,20,1,-67.3960396039604,3,1452.177259,865.2,865.2,1253,1620123339439,1620123340692,3,13,518822,0.092453288454546,92.4532884545455
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,540.213197969543,73774.1624365482,85,279,0,24.6142131979695,57.4720812182741,1194395.93908629,60.5329949238579,435167.512690355,19.746192893401,939191.878172589,51.6192893401015,1468556.34517766,56.010152284264,0,203045.685279188,25.6446700507614,1683704.36548223,0,494.517766497462,20,1,-64.7185929648241,3,1453.611252,745.9,745.9,1274,1620125131100,1620125132374,3,13,518822,0.093988282944162,93.9882829441624
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,827.738693467337,74013.2010050251,99,277,0,27.6030150753769,57.2412060301508,1349511.55778894,60.0656565656566,977427.135678392,29.2412060301508,1237206.03015075,55.572864321608,859260.301507538,55.6934673366834,0,209984.924623116,20,1700907.45454545,0,509.798994974874,20,1,-66,3,1465.163503,744.2,744.2,963,1620153711820,1620153712783,3,13,518822,0.071274712567839,71.2747125678392
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,452.454081632653,66552.3979591837,99,286,0,25.6802030456853,58.0710659898477,1444361.4213198,58.7244897959184,423057.868020305,22.984693877551,1117132.99492386,58.1377551020408,1071813.19796954,57.0051020408163,0,203061.224489796,24.6548223350254,1695205.34693878,0,499.796954314721,20,1,-71,3,1302.9204845,948.4,948.4,820,1620218077872,1620218078692,3,13,518822,0.054572966326531,54.5729663265306
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,727.585858585859,65269.595959596,97,279,0,29.5757575757576,60,1632206.06060606,62.1421319796954,669236.363636364,33.5482233502538,894919.796954315,46.0812182741117,1270623.35025381,57.4670050761421,0,211515.151515152,20.6010101010101,1688264.40609137,0,519.035532994924,20,1,-67,3,1288.139064,742.8,742.8,838,1620309957356,1620309958194,3,13,518822,0.054695921414142,54.6959214141415
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,490.730964467005,70274.8375634518,93,284,0,31.8989898989899,59.3604060913706,1876266.66666667,60.005076142132,464303.03030303,17.2842639593909,1278400,51.5482233502538,1050521.21212121,59.1116751269036,0,207309.644670051,20.9492385786802,1674288.64974619,0,572.323232323232,20,1,-63.9145728643216,3,1381.4266905,894.2,894.2,1329,1620384066544,1620384067873,3,13,518822,0.093395259121828,93.3952591218275
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,742.106598984772,65591.192893401,91,278.626262626263,0,28.9137055837563,59.3451776649746,1618854.82233503,61.4438775510204,906871.065989848,28.6294416243655,1119642.63959391,56.6903553299492,819204.060913706,58.3451776649746,0,209746.192893401,20.0304568527919,1720026.23350254,0,513.959390862944,20,1,-66.2763819095477,3,1285.50795,808.8,808.8,971,1620387519725,1620387520696,3,13,518822,0.063689048299492,63.6890482994924
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,728.040201005025,66103.4522613065,83,296,0,31.8040201005025,59.1306532663317,1500325.6281407,60.6934673366834,854207.035175879,39.2010050251256,1311183.91959799,59.964824120603,1065033.16582915,54.4572864321608,0,202145.728643216,24.2462311557789,1727998.05025126,0,551.959798994975,20,1,-64,3,1316.026067,847.9,847.9,1213,1620406144181,1620406145394,3,13,518822,0.080183487592965,80.1834875929648
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,1141.96464646465,66830.994949495,85,278.934673366834,0,27.0959595959596,57.3131313131313,1396860.60606061,56.7817258883249,825296.96969697,25.3857868020305,1266375.75757576,55.3197969543147,898654.545454545,59.6192893401015,0,209696.96969697,21.8686868686869,1714110.15228426,0,503.636363636364,20,1,-66.2487562189055,3,1322.488279,819.4,819.4,1026,1620476237676,1620476238702,3,13,518822,0.068568600818182,68.5686008181819
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,521.428571428571,69030.0306122449,89,286,0,29.3673469387755,59.6836734693878,1262093.87755102,60.989847715736,1075836.73469388,28.7551020408163,1143024.48979592,60.280612244898,1069420.40816327,58.5204081632653,0,213469.387755102,20.734693877551,1725761.52284264,0,518.367346938776,20,1,-62,3,1353.3664115,886.5,886.5,1128,1620564040031,1620564041159,3,13,518822,0.077865874530612,77.8658745306123
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,323.416243654822,68945.5888324873,84,287,0,23.8737373737374,57.6212121212121,1100545.45454545,59.6294416243655,637066.666666667,20.7360406091371,1329587.87878788,54.3451776649746,878546.192893401,57.0558375634518,0,215151.515151515,17.6717171717172,1703394.86294416,0,500.710659898477,20,1,-65.335,3,1357.269765,906.9,906.9,1450,1620573897219,1620573898669,3,13,518822,0.099971103807107,99.9711038071066
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,667.392857142857,76635.4387755102,96,288,0,27.1573604060914,58.2791878172589,1199658.88324873,58.2842639593909,641713.705583756,27.1734693877551,1296109.64467005,56.3520408163265,1151926.9035533,58.8163265306122,0,204263.959390863,25.5939086294416,1712866.9035533,0,522.690355329949,20,1,-67.92,3,1503.21672,799.4,799.4,981,1619864248041,1619864249022,3,12,173374,0.075179365438776,75.1793654387755
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,665.107692307692,75150.4666666667,100,288,0,23.1897435897436,56.5128205128205,1220061.53846154,56.8350515463918,596960,28.3865979381443,835126.153846154,57.8917525773196,1197993.84615385,52.8092783505155,0,205882.051282051,24,1747921.42268041,0,498.25641025641,20,1,-63,3,1461.709551,829.2,829.2,570,1619876257327,1619876257897,3,12,173374,0.042835766,42.835766
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,745.26,79785.74,100,291,0,29.4,59.83,1288884,62.2238805970149,656107.462686567,25.61,1301194.02985075,58.97,1125695.52238806,57.835,0,206000,23.2,1705936.35820896,0,537.26368159204,20,1,-64.6600985221675,3,1589.3063095,953.1,953.1,756,1619878658310,1619878659066,3,12,173374,0.06031801944,60.31801944
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,398.637755102041,72684.2704081633,89,289.964467005076,0,25.484693877551,57.5,1139106.12244898,60.8375634517767,475653.06122449,14.1065989847716,1304755.10204082,53.3857868020305,1089636.73469388,58.1377551020408,0,209183.673469388,22.6836734693878,1651287.24873096,0,507.397959183674,20,1,-64,3,1425.4115015,841,841,669,1619908069765,1619908070434,3,12,173374,0.048625776903061,48.6257769030613
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,752.269035532995,77300.8984771574,100,284,0,23.5555555555556,56.040404040404,1431151.51515152,59.3535353535354,459503.03030303,18.1878172588833,1343987.87878788,55.0406091370558,740096.96969697,54.2741116751269,0,201550.505050505,26.1818181818182,1679953.15151515,0,497.171717171717,20,1,-76,3,1524.5687155,819.8,819.8,577,1620020661565,1620020662142,3,12,173374,0.04460261842132,44.6026184213198
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,125.279187817259,73724.8324873096,94.0353535353535,288.929292929293,0,27.5431472081218,58.6852791878173,1436576.64974619,60.1979695431472,631943.147208122,18.3807106598985,1164901.52284264,60.2639593908629,1099187.81725888,56.1212121212121,0,205482.233502538,22.2842639593909,1673518.92385787,0,515.228426395939,20,1,-67.519801980198,3,1440.7129795,753.2,753.2,632,1620040999467,1620041000099,3,12,173374,0.04659409413198,46.5940941319797
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,530.814285714286,71967.280952381,87,284,0,26.2796208530806,57.8714285714286,897088.151658768,58.9571428571429,533482.464454976,21.3190476190476,1102089.09952607,59.3761904761905,1638790.52132701,54.9428571428571,0,208000,24.4619047619048,1655113.58095238,0,505.118483412322,20,1,-67.1037735849057,3,1513.214187,2260.3,2260.3,2218,1620081804408,1620081806626,3,12,173374,0.159623429152381,159.623429152381
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,975.897959183673,71393.5102040816,87,272,0,27.4820512820513,58.6051282051282,1416566.15384615,62.1479591836735,498461.538461538,15.2244897959184,1355938.46153846,56.2244897959184,1030252.30769231,57.0459183673469,0,202189.743589744,23.4461538461538,1695286.42857143,0,493.025641025641,20,1,-66,3,1399.348582,850.2,850.2,923,1620117194747,1620117195670,3,12,173374,0.065896209918367,65.8962099183673
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,629.584615384615,66123.2769230769,100,279,0,25.0510204081633,59.0255102040816,1326697.95918367,60.9489795918367,371669.387755102,13.8520408163265,962559.183673469,56.780612244898,1327763.26530612,57.3794871794872,0,201836.734693878,25.9030612244898,1702957.75510204,0,488.520408163265,20,1,-67,3,1288.4514725,814.6,814.6,622,1620206617555,1620206618177,3,12,173374,0.041128678246154,41.1286782461538
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,494.25641025641,65292.4717948718,96,281,0,25.9278350515464,57.2474226804124,1451777.31958763,58.4102564102564,789080.412371134,33.4461538461538,883507.692307692,53.1076923076923,977686.153846154,56.6512820512821,0,213608.24742268,20.0360824742268,1693224.75897436,0,503.794871794872,20,1,-69,3,1274.895533,743.4,743.4,570,1620312622609,1620312623179,3,12,173374,0.037216708923077,37.2167089230769
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,422.670050761421,64859.1370558376,90,279,0,26.4467005076142,57.1522842639594,1309510.65989848,60.1581632653061,673669.035532995,33.1675126903553,1247159.39086294,57.5634517766498,922611.16751269,54.6751269035533,0,207918.781725888,23.6497461928934,1691094.15228426,0,501.065989847716,20,1,-66.0149253731343,3,1269.733797,721.5,721.5,610,1620388496395,1620388497005,3,12,173374,0.039564073604061,39.5640736040609
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,603.137055837563,68500.4365482234,84,287,0,24.5888324873096,56.5329949238579,981709.090909091,59.040404040404,628084.848484849,26.6446700507614,832496.96969697,54.2944162436548,1770836.36363636,54.1421319796954,0,207309.644670051,21.9847715736041,1697878.86868687,0,501.616161616162,20,1,-66,3,1350.0042025,914.2,914.2,715,1620404450125,1620404450840,3,12,173374,0.04897781213198,48.9778121319797
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,370.209183673469,70182.943877551,91,277,0,23.1428571428571,57.984693877551,1006432.65306122,61.5282051282051,242155.102040816,9.21428571428571,1330633.84615385,48.8469387755102,1172369.23076923,56.8265306122449,0,203673.469387755,24.6938775510204,1731927.51020408,0,483.435897435898,20,1,-62,3,1370.212675,748.5,748.5,593,1620478452157,1620478452750,3,12,173374,0.041618485719388,41.6184857193877
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,678.467005076142,70098.5279187817,89,287,0,27.6700507614213,59.4771573604061,1486854.82233503,59.9390862944162,473043.654822335,19.3604060913706,1137600,58.8680203045685,1162040.81632653,58.3857868020305,0,208258.883248731,20.6142131979695,1722798.5786802,0,516.683673469388,20,1,-66,3,1379.480307,740.9,740.9,917,1620489429813,1620489430730,3,12,173374,0.064280350101523,64.2803501015228
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,571.736040609137,68106.6751269036,91,273,0,26.5757575757576,59.7929292929293,1307030.3030303,60.8020304568528,610739.393939394,27.3096446700508,1284230.3030303,57.6040609137056,848678.787878788,59.507614213198,0,209696.96969697,21.3888888888889,1713644.97461929,0,494.79797979798,20,1,-66.475,3,1342.49132,835,835,655,1620550315719,1620550316374,3,12,173374,0.044609872208122,44.6098722081219
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,625.724489795918,67720.9030612245,90,278,0,24.5837563451777,56.9081632653061,1147553.29949239,59.6802030456853,627837.563451777,26.1827411167513,1131070.05076142,56.5837563451777,1101137.05583756,54.9744897959184,0,201836.734693878,26.2704081632653,1682498.23350254,0,489.390862944163,20,1,-65,3,1326.716522,794.5,794.5,555,1620551292978,1620551293533,3,12,173374,0.03758510119898,37.5851011989796
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,666.958974358974,67556.7230769231,90,277,0,23.7897435897436,56.9846153846154,996443.076923077,58.4820512820513,536578.461538462,31.025641025641,1110830.76923077,56.1897435897436,1248640,55.9076923076923,0,207728.205128205,21.6717948717949,1686674.35897436,0,482.051282051282,20,1,-64.8274111675127,3,1313.219825,735.9,735.9,582,1620551455807,1620551456389,3,12,173374,0.039318012830769,39.3180128307692
