device,subject,browser,Battery Power [uW] (Delta),Battery Power [uW] (Raw),Battery Remaining (%) [%],Battery Temperature [1/10 C],Bluetooth State,CPU Load (Normalized) [%],CPU Load [%],CPU1 Frequency [kHz],CPU1 Load [%],CPU2 Frequency [kHz],CPU2 Load [%],CPU3 Frequency [kHz],CPU3 Load [%],CPU4 Frequency [kHz],CPU4 Load [%],GPS State,GPU Frequency [KHz],GPU Load [%],Memory Usage [KB],Mobile Data State,Processor Temperature [1/10 C],Screen Brightness,Screen State,Wi-Fi RSSI Level [-dBm],Wi-Fi State
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,499.7286432160804,74382.33165829146,100.0,286.0,0.0,25.626262626262626,55.964646464646464,1295175.7575757576,55.92929292929293,784581.8181818182,29.20603015075377,1285818.1818181819,55.54271356783919,856400.0,57.527638190954775,0.0,206060.60606060605,23.934343434343436,1683157.4874371858,0.0,508.6363636363636,20.0,1.0,-67.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,452.4540816326531,66552.39795918367,99.0,286.0,0.0,25.68020304568528,58.07106598984772,1444361.421319797,58.724489795918366,423057.8680203046,22.98469387755102,1117132.994923858,58.13775510204081,1071813.197969543,57.005102040816325,0.0,203061.22448979592,24.65482233502538,1695205.3469387756,0.0,499.79695431472084,20.0,1.0,-71.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,323.4162436548223,68945.58883248731,84.0,287.0,0.0,23.873737373737374,57.621212121212125,1100545.4545454546,59.629441624365484,637066.6666666666,20.736040609137056,1329587.878787879,54.34517766497462,878546.192893401,57.055837563451774,0.0,215151.51515151514,17.671717171717173,1703394.8629441625,0.0,500.71065989847716,20.0,1.0,-65.335,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-canjs,chrome,727.5858585858585,65269.59595959596,97.0,279.0,0.0,29.575757575757574,60.0,1632206.0606060605,62.142131979695435,669236.3636363636,33.54822335025381,894919.7969543147,46.08121827411168,1270623.3502538071,57.46700507614213,0.0,211515.15151515152,20.6010101010101,1688264.4060913706,0.0,519.0355329949239,20.0,1.0,-67.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,745.26,79785.74,100.0,291.0,0.0,29.4,59.83,1288884.0,62.223880597014926,656107.4626865672,25.61,1301194.0298507463,58.97,1125695.5223880596,57.835,0.0,206000.0,23.2,1705936.3582089553,0.0,537.2636815920398,20.0,1.0,-64.66009852216749,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,625.7244897959183,67720.9030612245,90.0,278.0,0.0,24.583756345177665,56.90816326530612,1147553.2994923857,59.68020304568528,627837.5634517766,26.18274111675127,1131070.0507614212,56.58375634517766,1101137.0558375635,54.974489795918366,0.0,201836.73469387754,26.270408163265305,1682498.2335025382,0.0,489.39086294416245,20.0,1.0,-65.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,666.9589743589744,67556.72307692308,90.0,277.0,0.0,23.78974358974359,56.98461538461538,996443.0769230769,58.48205128205128,536578.4615384615,31.025641025641026,1110830.7692307692,56.18974358974359,1248640.0,55.90769230769231,0.0,207728.20512820513,21.671794871794873,1686674.358974359,0.0,482.05128205128204,20.0,1.0,-64.8274111675127,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,632.2575757575758,65970.06060606061,87.0,278.0,0.0,25.629441624365484,57.629441624365484,964641.6243654822,60.878172588832484,747484.2639593908,37.46192893401015,1395423.3502538071,55.86294416243655,1036190.8629441625,56.75252525252525,0.0,203725.88832487309,24.614213197969544,1689102.9441624365,0.0,491.92893401015226,20.0,1.0,-62.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,125.27918781725889,73724.83248730964,94.03535353535354,288.92929292929296,0.0,27.543147208121827,58.68527918781726,1436576.6497461929,60.19796954314721,631943.1472081218,18.380710659898476,1164901.5228426396,60.263959390862944,1099187.8172588833,56.121212121212125,0.0,205482.23350253806,22.284263959390863,1673518.923857868,0.0,515.2284263959391,20.0,1.0,-67.51980198019803,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,603.1370558375635,68500.43654822336,84.0,287.0,0.0,24.588832487309645,56.53299492385787,981709.0909090909,59.04040404040404,628084.8484848485,26.64467005076142,832496.9696969697,54.29441624365482,1770836.3636363635,54.142131979695435,0.0,207309.64467005077,21.98477157360406,1697878.8686868686,0.0,501.6161616161616,20.0,1.0,-66.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,370.2091836734694,70182.94387755102,91.0,277.0,0.0,23.142857142857142,57.984693877551024,1006432.6530612245,61.52820512820513,242155.10204081633,9.214285714285714,1330633.8461538462,48.8469387755102,1172369.2307692308,56.826530612244895,0.0,203673.4693877551,24.693877551020407,1731927.5102040817,0.0,483.43589743589746,20.0,1.0,-62.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,629.5846153846154,66123.27692307692,100.0,279.0,0.0,25.051020408163264,59.025510204081634,1326697.9591836734,60.94897959183673,371669.387755102,13.85204081632653,962559.1836734693,56.78061224489796,1327763.2653061224,57.37948717948718,0.0,201836.73469387754,25.903061224489797,1702957.7551020407,0.0,488.5204081632653,20.0,1.0,-67.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,667.3928571428571,76635.4387755102,96.0,288.0,0.0,27.15736040609137,58.27918781725889,1199658.883248731,58.28426395939086,641713.7055837563,27.1734693877551,1296109.6446700508,56.35204081632653,1151926.9035532996,58.816326530612244,0.0,204263.95939086293,25.593908629441625,1712866.9035532996,0.0,522.6903553299493,20.0,1.0,-67.92,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,398.63775510204084,72684.27040816327,89.0,289.96446700507613,0.0,25.48469387755102,57.5,1139106.1224489796,60.83756345177665,475653.0612244898,14.106598984771574,1304755.1020408163,53.38578680203046,1089636.7346938776,58.13775510204081,0.0,209183.67346938775,22.683673469387756,1651287.2487309645,0.0,507.3979591836735,20.0,1.0,-64.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,678.4670050761422,70098.52791878172,89.0,287.0,0.0,27.67005076142132,59.47715736040609,1486854.8223350253,59.93908629441624,473043.654822335,19.360406091370557,1137600.0,58.868020304568525,1162040.8163265307,58.38578680203046,0.0,208258.88324873097,20.614213197969544,1722798.578680203,0.0,516.6836734693877,20.0,1.0,-66.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,530.8142857142857,71967.28095238096,87.0,284.0,0.0,26.27962085308057,57.871428571428574,897088.1516587677,58.957142857142856,533482.4644549763,21.31904761904762,1102089.0995260663,59.37619047619047,1638790.5213270143,54.94285714285714,0.0,208000.0,24.461904761904762,1655113.580952381,0.0,505.1184834123223,20.0,1.0,-67.10377358490567,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,571.736040609137,68106.67512690356,91.0,273.0,0.0,26.575757575757574,59.792929292929294,1307030.303030303,60.80203045685279,610739.3939393939,27.309644670050762,1284230.303030303,57.60406091370558,848678.7878787878,59.50761421319797,0.0,209696.9696969697,21.38888888888889,1713644.9746192894,0.0,494.7979797979798,20.0,1.0,-66.475,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,752.269035532995,77300.89847715736,100.0,284.0,0.0,23.555555555555557,56.04040404040404,1431151.5151515151,59.35353535353536,459503.0303030303,18.18781725888325,1343987.878787879,55.04060913705584,740096.9696969697,54.2741116751269,0.0,201550.50505050505,26.181818181818183,1679953.1515151516,0.0,497.17171717171715,20.0,1.0,-76.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,587.3979591836735,68803.04591836735,90.0,279.0862944162437,0.0,25.523076923076925,58.297435897435896,1346793.8461538462,61.91282051282051,461181.53846153844,16.306122448979593,1200135.3846153845,50.96938775510204,1066055.3846153845,54.63265306122449,0.0,204285.7142857143,24.260204081632654,1700122.6530612244,0.0,500.0,20.0,1.0,-66.5,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,494.2564102564103,65292.471794871795,96.0,281.0,0.0,25.927835051546392,57.24742268041237,1451777.3195876288,58.41025641025641,789080.412371134,33.44615384615385,883507.6923076923,53.10769230769231,977686.1538461539,56.65128205128205,0.0,213608.2474226804,20.036082474226806,1693224.758974359,0.0,503.79487179487177,20.0,1.0,-69.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,422.6700507614213,64859.137055837564,90.0,279.0,0.0,26.446700507614214,57.15228426395939,1309510.6598984771,60.15816326530612,673669.0355329949,33.16751269035533,1247159.390862944,57.56345177664975,922611.1675126903,54.6751269035533,0.0,207918.78172588832,23.6497461928934,1691094.1522842639,0.0,501.06598984771574,20.0,1.0,-66.01492537313433,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,975.8979591836735,71393.51020408163,87.0,272.0,0.0,27.48205128205128,58.6051282051282,1416566.1538461538,62.14795918367347,498461.53846153844,15.224489795918368,1355938.4615384615,56.224489795918366,1030252.3076923077,57.045918367346935,0.0,202189.7435897436,23.446153846153845,1695286.4285714286,0.0,493.02564102564105,20.0,1.0,-66.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,665.1076923076923,75150.46666666666,100.0,288.0,0.0,23.18974358974359,56.51282051282051,1220061.5384615385,56.83505154639175,596960.0,28.38659793814433,835126.1538461539,57.891752577319586,1197993.8461538462,52.80927835051546,0.0,205882.05128205128,24.0,1747921.4226804124,0.0,498.2564102564103,20.0,1.0,-63.0,3.0
lgg2,http-192-168-1-57-2020-subjects-lvl3-vue,chrome,531.139175257732,67776.96391752578,80.0,285.0,0.0,24.6340206185567,57.13917525773196,1115158.762886598,58.67179487179487,322094.8453608247,14.235897435897435,1433839.175257732,54.38974358974359,1158556.701030928,57.35897435897436,0.0,201855.6701030928,25.396907216494846,1723933.435897436,0.0,503.29896907216494,20.0,1.0,-72.0,3.0
lgg2,http-192-168-1-57-2020-lacunawebpages-apache-org-apache-org-2,chrome,650.2575757575758,72057.34343434343,88.0,269.0,0.0,30.898477157360407,60.55329949238579,1344804.0609137055,64.45685279187818,552901.5228426396,23.858585858585858,1657937.0558375635,50.73737373737374,963679.1878172589,60.36363636363637,0.0,213401.0152284264,19.83756345177665,1687928.1616161617,0.0,499.0862944162437,20.0,1.0,-65.81094527363184,3.0
lgg2,http-192-168-1-57-2020-lacunawebpages-apache-org-apache-org-2,chrome,1046.9744897959183,74870.97448979592,89.0,296.0,0.0,34.48979591836735,60.704081632653065,1744236.7346938776,62.06091370558376,721506.1224489796,32.75,1244253.0612244897,52.52040816326531,1365820.4081632653,60.91836734693877,0.0,204285.7142857143,23.775510204081634,1693698.7411167512,0.0,554.0816326530612,20.0,1.0,-65.0,3.0
lgg2,http-192-168-1-57-2020-lacunawebpages-apache-org-apache-org-2,chrome,383.53299492385787,65360.10152284264,98.0,288.0,0.0,27.653061224489797,58.954081632653065,1288542.857142857,61.234693877551024,644216.3265306122,26.994897959183675,1003408.1632653062,55.90816326530612,1296881.6326530613,56.213197969543145,0.0,206700.5076142132,24.121827411167512,1745141.2040816327,0.0,515.5102040816327,20.0,1.0,-69.78787878787878,3.0
lgg2,http-192-168-1-57-2020-lacunawebpages-apache-org-apache-org-2,chrome,584.5692307692308,76597.15384615384,96.0,284.0,0.0,28.666666666666668,58.225641025641025,1462818.4615384615,60.62564102564102,411212.3076923077,19.51794871794872,1454178.4615384615,46.83589743589744,1081538.4615384615,58.66153846153846,0.0,207384.61538461538,22.84102564102564,1695685.0461538462,0.0,512.0512820512821,20.0,1.0,-66.0,3.0
